Id,SalePrice
1461,124732.234
1462,163464.42
1463,192914.7
1464,196097.89
1465,182205.08
1466,170541.66
1467,169269.06
1468,169666.17
1469,181050.48
1470,126743.55
1471,206072.1
1472,94962.984
1473,100748.45
1474,154700.75
1475,124011.77
1476,399969.9
1477,251398.02
1478,300085.2
1479,271088.0
1480,488004.66
1481,309978.12
1482,211348.42
1483,175481.53
1484,167528.11
1485,174347.34
1486,198096.78
1487,343756.94
1488,225160.89
1489,211488.39
1490,220827.42
1491,189313.73
1492,90842.74
1493,179453.2
1494,292107.56
1495,272583.94
1496,243583.8
1497,180925.06
1498,156151.11
1499,156143.44
1500,161140.31
1501,179274.58
1502,150112.5
1503,302469.38
1504,233387.94
1505,219598.7
1506,191592.44
1507,241821.39
1508,198173.7
1509,162125.44
1510,149319.31
1511,147313.98
1512,165473.56
1513,146358.72
1514,167710.55
1515,217172.77
1516,162579.31
1517,157391.86
1518,132012.58
1519,241957.83
1520,136983.48
1521,135030.62
1522,160939.06
1523,112430.27
1524,121985.93
1525,123387.086
1526,110599.44
1527,105020.56
1528,134650.03
1529,150047.9
1530,169727.56
1531,114840.555
1532,105282.04
1533,150407.08
1534,119309.88
1535,150446.12
1536,106537.95
1537,67664.38
1538,177262.25
1539,225315.5
1540,94365.57
1541,140440.47
1542,139395.11
1543,218825.61
1544,77210.65
1545,106084.95
1546,134556.86
1547,140061.7
1548,137235.8
1549,116178.54
1550,145929.31
1551,107129.54
1552,133289.9
1553,156410.44
1554,122216.32
1555,177001.6
1556,87818.71
1557,116353.55
1558,94717.41
1559,64740.19
1560,127726.72
1561,164718.48
1562,124125.06
1563,121515.25
1564,160193.78
1565,143849.05
1566,247952.84
1567,70268.87
1568,228243.44
1569,152694.81
1570,141951.3
1571,121924.27
1572,145250.84
1573,250542.53
1574,111952.15
1575,224233.8
1576,257694.11
1577,203907.0
1578,151980.22
1579,145623.61
1580,190136.86
1581,157020.95
1582,129458.3
1583,326766.47
1584,233119.05
1585,140887.81
1586,67095.47
1587,96817.48
1588,150575.55
1589,100779.78
1590,133530.83
1591,93229.51
1592,124304.875
1593,129330.71
1594,127665.414
1595,101076.38
1596,239964.11
1597,179539.53
1598,200573.12
1599,174653.86
1600,171608.44
1601,68695.664
1602,114612.4
1603,79468.16
1604,267883.16
1605,243496.56
1606,165196.8
1607,158825.17
1608,204509.44
1609,203075.69
1610,167576.62
1611,137587.94
1612,163641.98
1613,156274.16
1614,127157.2
1615,88686.53
1616,68519.29
1617,91162.164
1618,125326.39
1619,135284.89
1620,165936.0
1621,131975.52
1622,142633.67
1623,290063.28
1624,210822.45
1625,118880.44
1626,160650.75
1627,190960.23
1628,266849.12
1629,179237.28
1630,401890.6
1631,214406.62
1632,237133.45
1633,164470.92
1634,190628.64
1635,181533.06
1636,157353.92
1637,195103.86
1638,193266.19
1639,184679.55
1640,251552.33
1641,179087.25
1642,221894.84
1643,221208.67
1644,228602.22
1645,198705.66
1646,160557.81
1647,148577.0
1648,129104.38
1649,142197.03
1650,113598.67
1651,121092.05
1652,95859.8
1653,97483.09
1654,151182.75
1655,140432.17
1656,145990.73
1657,149101.19
1658,150754.88
1659,127888.016
1660,158404.36
1661,479639.5
1662,375975.28
1663,381402.12
1664,490574.4
1665,314589.97
1666,328746.9
1667,384869.3
1668,335524.47
1669,311204.88
1670,351210.72
1671,259714.02
1672,505055.3
1673,309016.22
1674,251488.08
1675,189298.47
1676,198593.27
1677,226006.55
1678,473413.53
1679,405992.28
1680,340628.56
1681,282145.1
1682,290761.94
1683,178366.19
1684,168004.83
1685,175304.44
1686,168151.28
1687,161374.34
1688,189451.81
1689,192020.28
1690,190583.92
1691,181792.77
1692,271876.22
1693,164121.8
1694,184064.0
1695,167864.33
1696,279157.03
1697,174993.66
1698,358000.97
1699,339481.1
1700,250369.39
1701,257808.7
1702,255558.16
1703,252099.53
1704,290962.62
1705,231013.33
1706,502094.1
1707,227285.89
1708,213705.36
1709,291927.38
1710,222751.9
1711,253447.08
1712,241827.89
1713,285363.94
1714,216863.78
1715,211527.34
1716,196166.3
1717,176123.97
1718,132608.84
1719,193530.88
1720,239572.12
1721,171699.56
1722,120813.8
1723,153669.28
1724,220916.23
1725,239561.98
1726,191219.56
1727,166138.42
1728,181140.16
1729,169515.5
1730,162138.03
1731,119062.98
1732,132177.02
1733,121623.37
1734,126921.414
1735,129512.625
1736,117111.26
1737,352691.2
1738,208448.58
1739,290989.94
1740,237915.77
1741,207452.23
1742,172277.75
1743,176258.8
1744,296630.84
1745,220655.44
1746,195517.0
1747,222550.75
1748,223609.56
1749,147567.06
1750,128364.15
1751,226432.12
